Country,sex,age,data,start_year,end_year,rsq,period
France,female,64,"<df[,2]>",1975,2018,0.9505231034322855,1975 onwards
France,female,64,"<df[,2]>",1991,2018,0.8906964398091374,1991 onwards
France,female,65,"<df[,2]>",1975,1990,0.9384089768544052,1975-1990
France,female,65,"<df[,2]>",1975,2018,0.9453174620613869,1975 onwards
France,female,65,"<df[,2]>",1991,2018,0.8641832079626172,1991 onwards
France,female,66,"<df[,2]>",1975,1990,0.9552661207750449,1975-1990
France,female,66,"<df[,2]>",1975,2018,0.9610673707487885,1975 onwards
France,female,66,"<df[,2]>",1991,2018,0.8912099099913025,1991 onwards
France,female,67,"<df[,2]>",1975,1990,0.9661537143580244,1975-1990
France,female,67,"<df[,2]>",1975,2018,0.9697029943074892,1975 onwards
France,female,67,"<df[,2]>",1991,2018,0.9119224565303855,1991 onwards
France,female,68,"<df[,2]>",1975,1990,0.9365422593872271,1975-1990
France,female,68,"<df[,2]>",1975,2018,0.9754852858643295,1975 onwards
France,female,68,"<df[,2]>",1991,2018,0.95448834659736,1991 onwards
France,female,69,"<df[,2]>",1975,1990,0.978974694374162,1975-1990
France,female,69,"<df[,2]>",1975,2018,0.9736732851391982,1975 onwards
France,female,69,"<df[,2]>",1991,2018,0.9286556324074391,1991 onwards
France,female,70,"<df[,2]>",1975,1990,0.9660803634653287,1975-1990
France,female,70,"<df[,2]>",1975,2018,0.9762450623770541,1975 onwards
France,female,70,"<df[,2]>",1991,2018,0.9491109444084493,1991 onwards
France,female,71,"<df[,2]>",1975,1990,0.9792253485850178,1975-1990
France,female,71,"<df[,2]>",1975,2018,0.9789889473886312,1975 onwards
France,female,71,"<df[,2]>",1991,2018,0.9507885985336761,1991 onwards
France,female,72,"<df[,2]>",1975,1990,0.985004843934103,1975-1990
France,female,72,"<df[,2]>",1975,2018,0.9778624884200315,1975 onwards
France,female,72,"<df[,2]>",1991,2018,0.9373498436800695,1991 onwards
France,female,73,"<df[,2]>",1975,1990,0.9852362073019484,1975-1990
France,female,73,"<df[,2]>",1975,2018,0.9836814705933302,1975 onwards
France,female,73,"<df[,2]>",1991,2018,0.9658606802419667,1991 onwards
France,female,74,"<df[,2]>",1975,1990,0.9792170149963494,1975-1990
France,female,74,"<df[,2]>",1975,2018,0.9884500069466347,1975 onwards
France,female,74,"<df[,2]>",1991,2018,0.9695275709832558,1991 onwards
France,female,75,"<df[,2]>",1975,1990,0.9824495562849147,1975-1990
France,female,75,"<df[,2]>",1975,2018,0.9885897954840954,1975 onwards
France,female,75,"<df[,2]>",1991,2018,0.9737842367066959,1991 onwards
France,female,76,"<df[,2]>",1975,1990,0.9658728054156384,1975-1990
France,female,76,"<df[,2]>",1975,2018,0.9865045326737759,1975 onwards
France,female,76,"<df[,2]>",1991,2018,0.971829159736328,1991 onwards
France,female,77,"<df[,2]>",1975,1990,0.9630428096248843,1975-1990
France,female,77,"<df[,2]>",1975,2018,0.9887224359085487,1975 onwards
France,female,77,"<df[,2]>",1991,2018,0.9764696626605918,1991 onwards
France,female,78,"<df[,2]>",1975,1990,0.9530052560419142,1975-1990
France,female,78,"<df[,2]>",1975,2018,0.9882610961655868,1975 onwards
France,female,78,"<df[,2]>",1991,2018,0.9713955760223062,1991 onwards
France,female,79,"<df[,2]>",1975,1990,0.9697003303602106,1975-1990
France,female,79,"<df[,2]>",1975,2018,0.9911384493422714,1975 onwards
France,female,79,"<df[,2]>",1991,2018,0.9767560641462862,1991 onwards
France,female,80,"<df[,2]>",1975,1990,0.9602196045418704,1975-1990
France,female,80,"<df[,2]>",1975,2018,0.992219862665483,1975 onwards
France,female,80,"<df[,2]>",1991,2018,0.9813807857860216,1991 onwards
France,female,81,"<df[,2]>",1975,1990,0.9430766913761479,1975-1990
France,female,81,"<df[,2]>",1975,2018,0.9880567464689198,1975 onwards
France,female,81,"<df[,2]>",1991,2018,0.9709698430298812,1991 onwards
France,female,82,"<df[,2]>",1975,1990,0.9275152356758596,1975-1990
France,female,82,"<df[,2]>",1975,2018,0.9871548990239892,1975 onwards
France,female,82,"<df[,2]>",1991,2018,0.9663792016885268,1991 onwards
France,female,83,"<df[,2]>",1975,1990,0.9317964679117564,1975-1990
France,female,83,"<df[,2]>",1975,2018,0.9879095033240339,1975 onwards
France,female,83,"<df[,2]>",1991,2018,0.9686362357836278,1991 onwards
France,female,84,"<df[,2]>",1975,1990,0.9465155281908518,1975-1990
France,female,84,"<df[,2]>",1975,2018,0.9899770160951579,1975 onwards
France,female,84,"<df[,2]>",1991,2018,0.9725391190312819,1991 onwards
France,female,85,"<df[,2]>",1975,1990,0.902347005401134,1975-1990
France,female,85,"<df[,2]>",1975,2018,0.9885318181803128,1975 onwards
France,female,85,"<df[,2]>",1991,2018,0.9751890688690457,1991 onwards
France,female,86,"<df[,2]>",1975,1990,0.8773153835054991,1975-1990
France,female,86,"<df[,2]>",1975,2018,0.9844083368324682,1975 onwards
France,female,86,"<df[,2]>",1991,2018,0.9647465450854125,1991 onwards
France,female,87,"<df[,2]>",1975,1990,0.8796693152473687,1975-1990
France,female,87,"<df[,2]>",1975,2018,0.9814962137586867,1975 onwards
France,female,87,"<df[,2]>",1991,2018,0.9526675764945204,1991 onwards
France,female,88,"<df[,2]>",1975,1990,0.8484374985497075,1975-1990
France,female,88,"<df[,2]>",1975,2018,0.9771876226483448,1975 onwards
France,female,88,"<df[,2]>",1991,2018,0.9424300640357869,1991 onwards
France,female,89,"<df[,2]>",1975,1990,0.8289316744135119,1975-1990
France,female,89,"<df[,2]>",1975,2018,0.9727006359956472,1975 onwards
France,female,89,"<df[,2]>",1991,2018,0.9276774769736104,1991 onwards
France,female,90,"<df[,2]>",1975,1990,0.860240411561537,1975-1990
France,female,90,"<df[,2]>",1975,2018,0.966809737440435,1975 onwards
France,female,90,"<df[,2]>",1991,2018,0.8960225815333777,1991 onwards
France,female,91,"<df[,2]>",1975,1990,0.8198957456110236,1975-1990
France,female,91,"<df[,2]>",1975,2018,0.9655514684766392,1975 onwards
France,female,91,"<df[,2]>",1991,2018,0.9024623777591916,1991 onwards
France,female,92,"<df[,2]>",1975,1990,0.8881934303739786,1975-1990
France,female,92,"<df[,2]>",1975,2018,0.9656280907078316,1975 onwards
France,female,92,"<df[,2]>",1991,2018,0.8845015983973524,1991 onwards
France,female,93,"<df[,2]>",1975,1990,0.7321399768693907,1975-1990
France,female,93,"<df[,2]>",1975,2018,0.9438576871870243,1975 onwards
France,female,93,"<df[,2]>",1991,2018,0.8460262044086221,1991 onwards
France,female,94,"<df[,2]>",1975,1990,0.6132164769888436,1975-1990
France,female,94,"<df[,2]>",1975,2018,0.9293830821816041,1975 onwards
France,female,94,"<df[,2]>",1991,2018,0.8259361849586129,1991 onwards
France,female,95,"<df[,2]>",1975,1990,0.813747916818583,1975-1990
France,female,95,"<df[,2]>",1975,2018,0.9377464686144029,1975 onwards
France,female,95,"<df[,2]>",1991,2018,0.8308463227623819,1991 onwards
France,female,96,"<df[,2]>",1975,1990,0.6993131846920086,1975-1990
France,female,96,"<df[,2]>",1975,2018,0.9153986358120204,1975 onwards
France,female,96,"<df[,2]>",1991,2018,0.7512492542882346,1991 onwards
France,female,97,"<df[,2]>",1975,1990,0.6734176948425581,1975-1990
France,female,97,"<df[,2]>",1975,2018,0.8636992108100522,1975 onwards
France,female,97,"<df[,2]>",1991,2018,0.643871897419346,1991 onwards
France,female,98,"<df[,2]>",1975,1990,0.58157042800882,1975-1990
France,female,98,"<df[,2]>",1975,2018,0.8307390473695397,1975 onwards
France,female,98,"<df[,2]>",1991,2018,0.5910875024522063,1991 onwards
France,female,99,"<df[,2]>",1975,1990,0.4168603243005168,1975-1990
France,female,99,"<df[,2]>",1975,2018,0.7033209199895637,1975 onwards
France,female,99,"<df[,2]>",1991,2018,0.39480504800731947,1991 onwards
France,female,100,"<df[,2]>",1975,1990,0.16972969280425862,1975-1990
France,female,100,"<df[,2]>",1975,2018,0.7128324063198398,1975 onwards
France,female,100,"<df[,2]>",1991,2018,0.3677919703015779,1991 onwards
France,female,101,"<df[,2]>",1975,1990,0.2531555402537032,1975-1990
France,female,101,"<df[,2]>",1975,2018,0.5187844012026426,1975 onwards
France,female,101,"<df[,2]>",1991,2018,0.40566545202825316,1991 onwards
France,female,102,"<df[,2]>",1975,1990,0.2631929402145719,1975-1990
France,female,102,"<df[,2]>",1975,2018,0.2657350412410739,1975 onwards
France,female,102,"<df[,2]>",1991,2018,0.17086042731489004,1991 onwards
France,female,103,"<df[,2]>",1975,1990,0.015112801944667542,1975-1990
France,female,103,"<df[,2]>",1975,2018,0.18579540024259553,1975 onwards
France,female,103,"<df[,2]>",1991,2018,0.03168055649249578,1991 onwards
France,female,104,"<df[,2]>",1975,1990,0.036961165829517174,1975-1990
France,female,104,"<df[,2]>",1975,2018,0.12351082212182213,1975 onwards
France,female,104,"<df[,2]>",1991,2018,0.099842299695406575,1991 onwards
France,female,105,"<df[,2]>",1975,1990,0.23422486066392348,1975-1990
France,female,105,"<df[,2]>",1975,2018,0.18611333935013852,1975 onwards
France,female,105,"<df[,2]>",1991,2018,0.4923151205412386,1991 onwards
France,female,106,"<df[,2]>",1975,1990,0.08769503339967023,1975-1990
France,female,106,"<df[,2]>",1975,2018,0.006031499694516097,1975 onwards
France,female,106,"<df[,2]>",1991,2018,0.31283087048345376,1991 onwards
France,female,107,"<df[,2]>",1975,1990,NA,1975-1990
France,female,107,"<df[,2]>",1975,2018,NA,1975 onwards
France,female,107,"<df[,2]>",1991,2018,0.01815751182401992,1991 onwards
France,female,108,"<df[,2]>",1975,1990,NA,1975-1990
France,female,108,"<df[,2]>",1975,2018,NA,1975 onwards
France,female,108,"<df[,2]>",1991,2018,0.005867031929908402,1991 onwards
France,female,109,"<df[,2]>",1975,1990,NA,1975-1990
France,female,109,"<df[,2]>",1975,2018,NA,1975 onwards
France,female,109,"<df[,2]>",1991,2018,4.3133577673951996e-4,1991 onwards
France,female,110,"<df[,2]>",1975,1990,NA,1975-1990
France,female,110,"<df[,2]>",1975,2018,NA,1975 onwards
France,female,110,"<df[,2]>",1991,2018,0.17883299726625074,1991 onwards
France,male,0,"<df[,2]>",1975,1990,0.9540594764663571,1975-1990
France,male,0,"<df[,2]>",1975,2018,0.9475137855603711,1975 onwards
France,male,0,"<df[,2]>",1991,2018,0.8107680857216977,1991 onwards
France,male,1,"<df[,2]>",1975,1990,0.92317535186580435,1975-1990
France,male,1,"<df[,2]>",1975,2018,0.9714794435224088,1975 onwards
France,male,1,"<df[,2]>",1991,2018,0.9037572306750918,1991 onwards
France,male,2,"<df[,2]>",1975,1990,0.8924305536787479,1975-1990
France,male,2,"<df[,2]>",1975,2018,0.9522791853134525,1975 onwards
France,male,2,"<df[,2]>",1991,2018,0.8384501827481058,1991 onwards
France,male,3,"<df[,2]>",1975,1990,0.8408688589310732,1975-1990
France,male,3,"<df[,2]>",1975,2018,0.9611099846914789,1975 onwards
France,male,3,"<df[,2]>",1991,2018,0.8761976047122338,1991 onwards
France,male,4,"<df[,2]>",1975,1990,0.8330400700312895,1975-1990
France,male,4,"<df[,2]>",1975,2018,0.9512594220065144,1975 onwards
France,male,4,"<df[,2]>",1991,2018,0.8502099731134659,1991 onwards
France,male,5,"<df[,2]>",1975,1990,0.8153387720988579,1975-1990
France,male,5,"<df[,2]>",1975,2018,0.9294193782899569,1975 onwards
France,male,5,"<df[,2]>",1991,2018,0.7590362870520295,1991 onwards
France,male,6,"<df[,2]>",1975,1990,0.8436709826785095,1975-1990
France,male,6,"<df[,2]>",1975,2018,0.9348983639359671,1975 onwards
France,male,6,"<df[,2]>",1991,2018,0.7758498806478908,1991 onwards
France,male,7,"<df[,2]>",1975,1990,0.8586759619085891,1975-1990
France,male,7,"<df[,2]>",1975,2018,0.9405182653900075,1975 onwards
France,male,7,"<df[,2]>",1991,2018,0.8011875495745199,1991 onwards
France,male,8,"<df[,2]>",1975,1990,0.8671401102057342,1975-1990
France,male,8,"<df[,2]>",1975,2018,0.9486011130414064,1975 onwards
France,male,8,"<df[,2]>",1991,2018,0.8267402986317426,1991 onwards
France,male,9,"<df[,2]>",1975,1990,0.7480826788810176,1975-1990
France,male,9,"<df[,2]>",1975,2018,0.9091437570179453,1975 onwards
France,male,9,"<df[,2]>",1991,2018,0.7442533773735847,1991 onwards
France,male,10,"<df[,2]>",1975,1990,0.6408194039827251,1975-1990
France,male,10,"<df[,2]>",1975,2018,0.9292142728002896,1975 onwards
France,male,10,"<df[,2]>",1991,2018,0.8173087801712824,1991 onwards
France,male,11,"<df[,2]>",1975,1990,0.8369885244028361,1975-1990
France,male,11,"<df[,2]>",1975,2018,0.9583688240003131,1975 onwards
France,male,11,"<df[,2]>",1991,2018,0.8856662648389063,1991 onwards
France,male,12,"<df[,2]>",1975,1990,0.8777561744206298,1975-1990
France,male,12,"<df[,2]>",1975,2018,0.9522876594669757,1975 onwards
France,male,12,"<df[,2]>",1991,2018,0.8803726494649867,1991 onwards
France,male,13,"<df[,2]>",1975,1990,0.7277193147818303,1975-1990
France,male,13,"<df[,2]>",1975,2018,0.8989153139920442,1975 onwards
France,male,13,"<df[,2]>",1991,2018,0.8305232534590903,1991 onwards
France,male,14,"<df[,2]>",1975,1990,0.7627956502028082,1975-1990
France,male,14,"<df[,2]>",1975,2018,0.9312011400145919,1975 onwards
France,male,14,"<df[,2]>",1991,2018,0.862895070890624,1991 onwards
France,male,15,"<df[,2]>",1975,1990,0.834852118282119,1975-1990
France,male,15,"<df[,2]>",1975,2018,0.922430310527004,1975 onwards
France,male,15,"<df[,2]>",1991,2018,0.8646214184909998,1991 onwards
France,male,16,"<df[,2]>",1975,1990,0.8600448255551981,1975-1990
France,male,16,"<df[,2]>",1975,2018,0.9407339292085327,1975 onwards
France,male,16,"<df[,2]>",1991,2018,0.8771463389451832,1991 onwards
France,male,17,"<df[,2]>",1975,1990,0.9184487093912744,1975-1990
France,male,17,"<df[,2]>",1975,2018,0.9761872749570112,1975 onwards
France,male,17,"<df[,2]>",1991,2018,0.9406783987432268,1991 onwards
France,male,18,"<df[,2]>",1975,1990,0.8144791360710759,1975-1990
France,male,18,"<df[,2]>",1975,2018,0.9585869013143035,1975 onwards
France,male,18,"<df[,2]>",1991,2018,0.9350683635091948,1991 onwards
France,male,19,"<df[,2]>",1975,1990,0.9029970587119391,1975-1990
France,male,19,"<df[,2]>",1975,2018,0.9667423668318162,1975 onwards
France,male,19,"<df[,2]>",1991,2018,0.9512952136210084,1991 onwards
France,male,20,"<df[,2]>",1975,1990,0.798396861454949,1975-1990
France,male,20,"<df[,2]>",1975,2018,0.9626910942229412,1975 onwards
France,male,20,"<df[,2]>",1991,2018,0.9496320996633627,1991 onwards
France,male,21,"<df[,2]>",1975,1990,0.6244253034621489,1975-1990
France,male,21,"<df[,2]>",1975,2018,0.9471363593636033,1975 onwards
France,male,21,"<df[,2]>",1991,2018,0.9483140169054465,1991 onwards
France,male,22,"<df[,2]>",1975,1990,0.2748346620309879,1975-1990
France,male,22,"<df[,2]>",1975,2018,0.9233986275969189,1975 onwards
France,male,22,"<df[,2]>",1991,2018,0.9707929350207574,1991 onwards
France,male,23,"<df[,2]>",1975,1990,0.03161326257308778,1975-1990
France,male,23,"<df[,2]>",1975,2018,0.905589821981642,1975 onwards
France,male,23,"<df[,2]>",1991,2018,0.9671482845558963,1991 onwards
France,male,24,"<df[,2]>",1975,1990,0.06709920170865978,1975-1990
France,male,24,"<df[,2]>",1975,2018,0.8969678652995768,1975 onwards
France,male,24,"<df[,2]>",1991,2018,0.9748402705553719,1991 onwards
France,male,25,"<df[,2]>",1975,1990,0.06649006208269508,1975-1990
France,male,25,"<df[,2]>",1975,2018,0.8593171778413425,1975 onwards
France,male,25,"<df[,2]>",1991,2018,0.9535984980566158,1991 onwards
France,male,26,"<df[,2]>",1975,1990,0.2753184580439914,1975-1990
France,male,26,"<df[,2]>",1975,2018,0.8212974398494598,1975 onwards
France,male,26,"<df[,2]>",1991,2018,0.9635194502191267,1991 onwards
France,male,27,"<df[,2]>",1975,1990,0.33488141936945504,1975-1990
France,male,27,"<df[,2]>",1975,2018,0.8138529958277227,1975 onwards
France,male,27,"<df[,2]>",1991,2018,0.9504228937991952,1991 onwards
France,male,28,"<df[,2]>",1975,1990,0.3814165526413343,1975-1990
France,male,28,"<df[,2]>",1975,2018,0.7486721594614215,1975 onwards
France,male,28,"<df[,2]>",1991,2018,0.894843579783802,1991 onwards
France,male,29,"<df[,2]>",1975,1990,0.20858064774194768,1975-1990
France,male,29,"<df[,2]>",1975,2018,0.7432617978359934,1975 onwards
France,male,29,"<df[,2]>",1991,2018,0.910194850185556,1991 onwards
France,male,30,"<df[,2]>",1975,1990,0.7029550983477276,1975-1990
France,male,30,"<df[,2]>",1975,2018,0.7072997156255165,1975 onwards
France,male,30,"<df[,2]>",1991,2018,0.9149862039889214,1991 onwards
France,male,31,"<df[,2]>",1975,1990,0.21337466564518032,1975-1990
France,male,31,"<df[,2]>",1975,2018,0.7195094150053304,1975 onwards
France,male,31,"<df[,2]>",1991,2018,0.9134271480319801,1991 onwards
France,male,32,"<df[,2]>",1975,1990,0.5105964947852635,1975-1990
France,male,32,"<df[,2]>",1975,2018,0.7133091718311833,1975 onwards
France,male,32,"<df[,2]>",1991,2018,0.8958754397675546,1991 onwards
France,male,33,"<df[,2]>",1975,1990,0.35871411218843724,1975-1990
France,male,33,"<df[,2]>",1975,2018,0.7494790095033786,1975 onwards
France,male,33,"<df[,2]>",1991,2018,0.9385688498662821,1991 onwards
France,male,34,"<df[,2]>",1975,1990,0.008655803364988703,1975-1990
France,male,34,"<df[,2]>",1975,2018,0.7645477801043841,1975 onwards
France,male,34,"<df[,2]>",1991,2018,0.9140704634410783,1991 onwards
France,male,35,"<df[,2]>",1975,1990,0.005511643369894351,1975-1990
France,male,35,"<df[,2]>",1975,2018,0.7599042870795906,1975 onwards
France,male,35,"<df[,2]>",1991,2018,0.9148945446223973,1991 onwards
France,male,36,"<df[,2]>",1975,1990,5.733817749183743e-4,1975-1990
France,male,36,"<df[,2]>",1975,2018,0.7760088812931557,1975 onwards
France,male,36,"<df[,2]>",1991,2018,0.9440070719085898,1991 onwards
France,male,37,"<df[,2]>",1975,1990,0.17880375107068033,1975-1990
France,male,37,"<df[,2]>",1975,2018,0.829594140461276,1975 onwards
France,male,37,"<df[,2]>",1991,2018,0.9581257902222361,1991 onwards
France,male,38,"<df[,2]>",1975,1990,0.2889420905328283,1975-1990
France,male,38,"<df[,2]>",1975,2018,0.8490018173396056,1975 onwards
France,male,38,"<df[,2]>",1991,2018,0.9755511574945537,1991 onwards
France,male,39,"<df[,2]>",1975,1990,0.6459674229685713,1975-1990
France,male,39,"<df[,2]>",1975,2018,0.8785604971205312,1975 onwards
France,male,39,"<df[,2]>",1991,2018,0.9657355233965055,1991 onwards
France,male,40,"<df[,2]>",1975,1990,0.6756828257740131,1975-1990
France,male,40,"<df[,2]>",1975,2018,0.8812714954561466,1975 onwards
France,male,40,"<df[,2]>",1991,2018,0.9825021985576574,1991 onwards
France,male,41,"<df[,2]>",1975,1990,0.7264740957499869,1975-1990
France,male,41,"<df[,2]>",1975,2018,0.8853623319766994,1975 onwards
France,male,41,"<df[,2]>",1991,2018,0.9707074028697312,1991 onwards
France,male,42,"<df[,2]>",1975,1990,0.8455070826737789,1975-1990
France,male,42,"<df[,2]>",1975,2018,0.9102770586453494,1975 onwards
France,male,42,"<df[,2]>",1991,2018,0.9581317133655587,1991 onwards
France,male,43,"<df[,2]>",1975,1990,0.8448424116499432,1975-1990
France,male,43,"<df[,2]>",1975,2018,0.9119551185626485,1975 onwards
France,male,43,"<df[,2]>",1991,2018,0.9502755783427306,1991 onwards
France,male,44,"<df[,2]>",1975,1990,0.8641436521350132,1975-1990
France,male,44,"<df[,2]>",1975,2018,0.9284520751103345,1975 onwards
France,male,44,"<df[,2]>",1991,2018,0.9577283638877965,1991 onwards
France,male,45,"<df[,2]>",1975,1990,0.9431142356699131,1975-1990
France,male,45,"<df[,2]>",1975,2018,0.9332673639500454,1975 onwards
France,male,45,"<df[,2]>",1991,2018,0.922199647199638,1991 onwards
France,male,46,"<df[,2]>",1975,1990,0.9385327145299239,1975-1990
France,male,46,"<df[,2]>",1975,2018,0.9361244177785224,1975 onwards
France,male,46,"<df[,2]>",1991,2018,0.9199070133237163,1991 onwards
France,male,47,"<df[,2]>",1975,1990,0.9299250665489867,1975-1990
France,male,47,"<df[,2]>",1975,2018,0.9448902162939264,1975 onwards
France,male,47,"<df[,2]>",1991,2018,0.9198974004431705,1991 onwards
France,male,48,"<df[,2]>",1975,1990,0.9535155432536546,1975-1990
France,male,48,"<df[,2]>",1975,2018,0.9547307637213938,1975 onwards
France,male,48,"<df[,2]>",1991,2018,0.92354423259282,1991 onwards
France,male,49,"<df[,2]>",1975,1990,0.9245896697388634,1975-1990
France,male,49,"<df[,2]>",1975,2018,0.9618438759212555,1975 onwards
France,male,49,"<df[,2]>",1991,2018,0.915549003946913,1991 onwards
France,male,50,"<df[,2]>",1975,1990,0.9322742068315495,1975-1990
France,male,50,"<df[,2]>",1975,2018,0.9537808146221711,1975 onwards
France,male,50,"<df[,2]>",1991,2018,0.8636949327546016,1991 onwards
France,male,51,"<df[,2]>",1975,1990,0.9126709486435107,1975-1990
France,male,51,"<df[,2]>",1975,2018,0.957055720893994,1975 onwards
France,male,51,"<df[,2]>",1991,2018,0.859218128365464,1991 onwards
France,male,52,"<df[,2]>",1975,1990,0.7784597473467318,1975-1990
France,male,52,"<df[,2]>",1975,2018,0.957658004634432,1975 onwards
France,male,52,"<df[,2]>",1991,2018,0.8802090018289184,1991 onwards
France,male,53,"<df[,2]>",1975,1990,0.8549805051509348,1975-1990
France,male,53,"<df[,2]>",1975,2018,0.9625118343160517,1975 onwards
France,male,53,"<df[,2]>",1991,2018,0.8800481955385998,1991 onwards
France,male,54,"<df[,2]>",1975,1990,0.8319560370817247,1975-1990
France,male,54,"<df[,2]>",1975,2018,0.9650480382433555,1975 onwards
France,male,54,"<df[,2]>",1991,2018,0.9053963443208285,1991 onwards
France,male,55,"<df[,2]>",1975,1990,0.7220756674795642,1975-1990
France,male,55,"<df[,2]>",1975,2018,0.9576671473574707,1975 onwards
France,male,55,"<df[,2]>",1991,2018,0.9052753743392083,1991 onwards
France,male,56,"<df[,2]>",1975,1990,0.8505746272526016,1975-1990
France,male,56,"<df[,2]>",1975,2018,0.9636515788437532,1975 onwards
France,male,56,"<df[,2]>",1991,2018,0.9164020682069869,1991 onwards
France,male,57,"<df[,2]>",1975,1990,0.8242713673918184,1975-1990
France,male,57,"<df[,2]>",1975,2018,0.9679951870272878,1975 onwards
France,male,57,"<df[,2]>",1991,2018,0.9460769672268936,1991 onwards
France,male,58,"<df[,2]>",1975,1990,0.7972642106388388,1975-1990
France,male,58,"<df[,2]>",1975,2018,0.9603382888748474,1975 onwards
France,male,58,"<df[,2]>",1991,2018,0.9094526886585456,1991 onwards
France,male,59,"<df[,2]>",1975,1990,0.9288827957812791,1975-1990
France,male,59,"<df[,2]>",1975,2018,0.9757147533838497,1975 onwards
France,male,59,"<df[,2]>",1991,2018,0.9371074026234177,1991 onwards
France,male,60,"<df[,2]>",1975,1990,0.9239967073832346,1975-1990
France,male,60,"<df[,2]>",1975,2018,0.9727105070431011,1975 onwards
France,male,60,"<df[,2]>",1991,2018,0.9160377656947641,1991 onwards
France,male,61,"<df[,2]>",1975,1990,0.9361670686424708,1975-1990
France,male,61,"<df[,2]>",1975,2018,0.9637952670952865,1975 onwards
France,male,61,"<df[,2]>",1991,2018,0.8741332881917971,1991 onwards
France,male,62,"<df[,2]>",1975,1990,0.950436462915828,1975-1990
France,male,62,"<df[,2]>",1975,2018,0.9726398637130449,1975 onwards
France,male,62,"<df[,2]>",1991,2018,0.9023773458404443,1991 onwards
France,male,63,"<df[,2]>",1975,1990,0.9642840316276612,1975-1990
France,male,63,"<df[,2]>",1975,2018,0.9761053727019174,1975 onwards
France,male,63,"<df[,2]>",1991,2018,0.913339343029794,1991 onwards
France,male,64,"<df[,2]>",1975,1990,0.9610105705215229,1975-1990
France,male,64,"<df[,2]>",1975,2018,0.9818760200803539,1975 onwards
France,male,64,"<df[,2]>",1991,2018,0.9423758892428356,1991 onwards
France,male,65,"<df[,2]>",1975,1990,0.9430518944211842,1975-1990
France,male,65,"<df[,2]>",1975,2018,0.9826952076145482,1975 onwards
France,male,65,"<df[,2]>",1991,2018,0.9440492158266601,1991 onwards
France,male,66,"<df[,2]>",1975,1990,0.9479052072381412,1975-1990
France,male,66,"<df[,2]>",1975,2018,0.9824304694944037,1975 onwards
France,male,66,"<df[,2]>",1991,2018,0.9481093207372309,1991 onwards
France,male,67,"<df[,2]>",1975,1990,0.9821511501624941,1975-1990
France,male,67,"<df[,2]>",1975,2018,0.9834810669247925,1975 onwards
France,male,67,"<df[,2]>",1991,2018,0.9525769435111835,1991 onwards
France,male,68,"<df[,2]>",1975,1990,0.9697164826389734,1975-1990
France,male,68,"<df[,2]>",1975,2018,0.9866052001959538,1975 onwards
France,male,68,"<df[,2]>",1991,2018,0.9658294692246882,1991 onwards
France,male,69,"<df[,2]>",1975,1990,0.9555384369280316,1975-1990
France,male,69,"<df[,2]>",1975,2018,0.9809373602110364,1975 onwards
France,male,69,"<df[,2]>",1991,2018,0.9501646156430691,1991 onwards
France,male,70,"<df[,2]>",1975,1990,0.9715488133957977,1975-1990
France,male,70,"<df[,2]>",1975,2018,0.9859348133831541,1975 onwards
France,male,70,"<df[,2]>",1991,2018,0.958030556694908,1991 onwards
France,male,71,"<df[,2]>",1975,1990,0.984800546295486,1975-1990
France,male,71,"<df[,2]>",1975,2018,0.9855553237282959,1975 onwards
France,male,71,"<df[,2]>",1991,2018,0.9559492459044943,1991 onwards
France,male,72,"<df[,2]>",1975,1990,0.9771602911292612,1975-1990
France,male,72,"<df[,2]>",1975,2018,0.986573435161241,1975 onwards
France,male,72,"<df[,2]>",1991,2018,0.9624073765184694,1991 onwards
France,male,73,"<df[,2]>",1975,1990,0.9710761121732843,1975-1990
France,male,73,"<df[,2]>",1975,2018,0.9911403823606287,1975 onwards
France,male,73,"<df[,2]>",1991,2018,0.9754379229328877,1991 onwards
France,male,74,"<df[,2]>",1975,1990,0.9747481584444285,1975-1990
France,male,74,"<df[,2]>",1975,2018,0.9895154563011745,1975 onwards
France,male,74,"<df[,2]>",1991,2018,0.9724923358188057,1991 onwards
France,male,75,"<df[,2]>",1975,1990,0.9692681647873281,1975-1990
France,male,75,"<df[,2]>",1975,2018,0.9910297589720396,1975 onwards
France,male,75,"<df[,2]>",1991,2018,0.9759423386392948,1991 onwards
France,male,76,"<df[,2]>",1975,1990,0.9497600702778539,1975-1990
France,male,76,"<df[,2]>",1975,2018,0.9879598540174808,1975 onwards
France,male,76,"<df[,2]>",1991,2018,0.9678336510825591,1991 onwards
France,male,77,"<df[,2]>",1975,1990,0.9423098046129724,1975-1990
France,male,77,"<df[,2]>",1975,2018,0.9883941038770977,1975 onwards
France,male,77,"<df[,2]>",1991,2018,0.971056461395723,1991 onwards
France,male,78,"<df[,2]>",1975,1990,0.9563421004937062,1975-1990
France,male,78,"<df[,2]>",1975,2018,0.991294028264535,1975 onwards
France,male,78,"<df[,2]>",1991,2018,0.9795433057242345,1991 onwards
France,male,79,"<df[,2]>",1975,1990,0.9126035756124896,1975-1990
France,male,79,"<df[,2]>",1975,2018,0.9911743688449963,1975 onwards
France,male,79,"<df[,2]>",1991,2018,0.9839851676057499,1991 onwards
France,male,80,"<df[,2]>",1975,1990,0.8900357865011056,1975-1990
France,male,80,"<df[,2]>",1975,2018,0.9823302445128714,1975 onwards
France,male,80,"<df[,2]>",1991,2018,0.9655663124969741,1991 onwards
