Country,sex,year,x.int,x,mx,qx,ax,lx,dx,Lx,Tx,ex
Japan,female,1947,"[16,17)",16,0.003601,0.003594524174980629,0.4996999167287868,83256.33199666123,299.26689808220544,83106.60874263039,3989074.6547367224,47.913168392966114
Japan,female,1947,"[17,18)",17,0.004492,0.004481926057694374,0.49962566679209885,82957.06509857903,371.8074317351711,82771.0222028428,3905968.045994092,47.08421207226384
Japan,female,1947,"[18,19)",18,0.005229,0.005215352577319532,0.49956425019968265,82585.25766684386,430.7112364213681,82369.7143662979,3823197.023791249,46.29394073230793
Japan,female,1947,"[19,20)",19,0.0063160000000000004,0.006296095998604034,0.49947366701547935,82154.54643042249,517.252911047719,81895.6477276302,3740827.309424951,45.53402668461076
Japan,female,1947,"[20,21)",20,0.006972,0.006947751993093498,0.4994190004696293,81637.29351937477,567.1956687599886,81353.3661445776,3658931.6616973206,44.819365071539956
Japan,female,1947,"[21,22)",21,0.007344,0.007317098726600357,0.49938800054968624,81070.09785061478,593.1979097481089,80773.13585894603,3577578.295552743,44.12944341260115
Japan,female,1947,"[22,23)",22,0.007339,0.0073121352996854405,0.4993884172153855,80476.89994086667,588.4579808668641,80182.31105966268,3496805.159693797,43.45104200414283
Japan,female,1947,"[23,24)",23,0.007797,0.007766682242522638,0.4993502506580114,79888.44195999981,620.4681435535313,79577.80473945504,3416622.8486341345,42.7674237325199
Japan,female,1947,"[24,25)",24,0.007865,0.007834151814138712,0.4993445840086963,79267.97381644628,620.9973408772057,78957.06813441991,3337045.0438946793,42.09827605310027
Japan,female,1947,"[25,26)",25,0.007584,0.0075553140359254645,0.4993680006062391,78646.97647556907,594.2026052489673,78349.4996372583,3258087.9757602597,41.42674164686234
Japan,female,1947,"[26,27)",26,0.007389,0.007361768452081363,0.4993842505610644,78052.7738703201,574.6064482759539,77765.116832584,3179738.4761230014,40.73831484075046
Japan,female,1947,"[27,28)",27,0.007172,0.007146342582973975,0.4994023338457225,77478.16742204415,553.6855270989472,77200.99373939501,3101973.3592904173,40.03674147832053
Japan,female,1947,"[28,29)",28,0.007244,0.007217825472893069,0.49939633386102855,76924.4818949452,555.2274849104433,76646.53298045791,3024772.3655510223,39.32132256258698
Japan,female,1947,"[29,30)",29,0.007286,0.007259521448601647,0.4993928338714113,76369.25441003476,554.4042404033535,76091.71567435676,2948125.8325705645,38.60356966092348
Japan,female,1947,"[30,31)",30,0.007215,0.007189034372362846,0.49939875052143634,75814.8501696314,545.0355638050241,75542.00468538035,2872034.1168962074,37.882210549387025
Japan,female,1947,"[31,32)",31,0.007013,0.006988466300612783,0.4994155838115262,75269.81460582638,526.0205628261901,75006.4969094809,2796492.1122108274,37.152902884848615
Japan,female,1947,"[32,33)",32,0.007035,0.00701031231404714,0.4994137504827165,74743.79404300019,523.9773397782556,74481.49819164856,2721485.6153013464,36.410857251047126
Japan,female,1947,"[33,34)",33,0.007073,0.00704804520524982,0.4994105838256644,74219.81670322194,523.1046232496592,73957.9560652713,2647004.117109698,35.664384994294785
Japan,female,1947,"[34,35)",34,0.006999,0.006974564041825504,0.4994167504772804,73696.71207997228,514.002438073745,73439.41106925873,2573046.1610444267,34.913988540659396
Japan,female,1947,"[35,36)",35,0.006947,0.006922925376561917,0.499421083798012,73182.70964189853,506.6384377054492,72929.09712184567,2499606.7499751677,34.15570101471201
Japan,female,1947,"[36,37)",36,0.007059,0.007034143780572877,0.499411750488008,72676.07120419308,511.2139342574519,72420.16351571701,2426677.652853322,33.39032521495622
Japan,female,1947,"[37,38)",37,0.007194,0.0071681851231683025,0.4994005005166571,72164.85726993563,517.2910562979087,71905.9016260657,2354257.489337605,32.62332357329285
Japan,female,1947,"[38,39)",38,0.007115,0.007089748311579824,0.49940708383422816,71647.56621363772,507.96321159195213,71393.28342824198,2282351.5877115396,31.855256337752706
Japan,female,1947,"[39,40)",39,0.007509,0.007480877893157656,0.49937425058766394,71139.60300204577,532.1866834260145,70873.17664482836,2210958.3042832976,31.07914875796702
Japan,female,1947,"[40,41)",40,0.007305,0.007278383338505612,0.4993912505424305,70607.41631861975,513.9078425083717,70350.1495562452,2140085.127638469,30.30963656822139
Japan,female,1947,"[41,42)",41,0.007881,0.00785002634071319,0.49934325068036856,70093.50847611138,550.2358878504747,69818.02916514117,2069734.9780822238,29.528197732998507
Japan,female,1947,"[42,43)",42,0.008292,0.00825771619388338,0.49930900079229446,69543.27258826091,574.2686082277214,69255.74146499376,1999916.9489170827,28.75787800148298
Japan,female,1947,"[43,44)",43,0.007926,0.007894672084991061,0.49933950069181776,68969.00398003319,544.4876704508206,68696.40051107813,1930661.207452089,27.993172237357864
Japan,female,1947,"[44,45)",44,0.008018,0.007985941576698186,0.4993318340485331,68424.51630958237,546.4341896621481,68150.93410603104,1861964.8069410108,27.211954243368993
Japan,female,1947,"[45,46)",45,0.008236,0.008202177070909311,0.49931366744309,67878.08211992022,556.7480487813154,67599.32598121768,1793813.8728349798,26.42699700421483
Japan,female,1947,"[46,47)",46,0.008585,0.008548254117154208,0.49928458421156563,67321.3340711389,575.4798711459152,67033.1824281802,1726214.5468537621,25.64141918265701
Japan,female,1947,"[47,48)",47,0.009064,0.009023045781750394,0.49924466770079334,66745.85419999299,602.2508981885767,66444.27385134307,1659181.3644255819,24.85819358089444
Japan,female,1947,"[48,49)",48,0.009364,0.009320294278511998,0.4992196678069831,66143.60330180441,616.4778474139748,65834.8833205868,1592737.090574239,24.07998674198006
Japan,female,1947,"[49,50)",49,0.010615,0.01055885970616488,0.499115418327591,65527.125454390436,691.8917246211786,65180.56755734095,1526902.207253652,23.301834113209168
Japan,female,1947,"[50,51)",50,0.011278,0.011214641766404965,0.4990601686589855,64835.23372976926,727.1039201204985,64470.99841465671,1461721.639696311,22.545174214821376
Japan,female,1947,"[51,52)",51,0.011701,0.011632809524221854,0.49902491889206146,64108.12980964876,745.7576630297335,63734.52380392557,1397250.6412816544,21.79521763355757
Japan,female,1947,"[52,53)",52,0.012394,0.01231751071085807,0.49896716931073115,63362.372146619025,780.4666975813598,62971.33270787113,1333516.1174777288,21.045867954438386
Japan,female,1947,"[53,54)",53,0.013169,0.013082668103269857,0.49890258650501096,62581.905449037666,818.7382982599665,62171.63780545031,1270544.7847698578,20.302110900162678
Japan,female,1947,"[54,55)",54,0.013773,0.013678586186357755,0.49885225362884,61763.1671507777,844.8328050143391,61339.78109448434,1208373.1469644073,19.564624074644655
Japan,female,1947,"[55,56)",55,0.014306,0.014204155423276354,0.49880783739965295,60918.33434576336,865.2934891743353,60484.65603064007,1147033.365869923,18.829033626552118
Japan,female,1947,"[56,57)",56,0.015519,0.015399200841172633,0.49870675519116503,60053.040856589025,924.7688372737612,59589.460485453965,1086548.709839283,18.093150560585922
Japan,female,1947,"[57,58)",57,0.01695,0.016807156951908486,0.4985875067633785,59128.27201931526,993.7781481237689,58629.97924034045,1026959.249353829,17.36832845408293
Japan,female,1947,"[58,59)",58,0.018956,0.01877746491545973,0.49842034279352987,58134.493871191495,1091.6184190443018,57586.96027876699,968329.2701134885,16.656707672711732
Japan,female,1947,"[59,60)",59,0.019489,0.019300317174154813,0.4983759269475527,57042.87545214719,1100.9455887522563,56490.61464170816,910742.3098347215,15.96592567635788
Japan,female,1947,"[60,61)",60,0.02331,0.023040420644082182,0.4980575175909081,55941.92986339494,1288.9255956943598,55294.96335025149,854251.6951930134,15.270329380466812
Japan,female,1947,"[61,62)",61,0.024293,0.02400030005256637,0.49797560324486057,54653.00426770058,1311.6885011990016,53994.50463915549,798956.7318427619,14.618715705532367
Japan,female,1947,"[62,63)",62,0.026964,0.02660371684022267,0.4977530272278088,53341.315766501575,1419.0772605369202,52628.58850826705,744962.2272036064,13.965951467426002
Japan,female,1947,"[63,64)",63,0.029186,0.028764202193265698,0.4975678678621662,51922.238505964655,1493.5017667125358,51171.85522896366,692333.6386953393,13.334048350319225
Japan,female,1947,"[64,65)",64,0.031504,0.031012919502334202,0.49737471009311207,50428.73673925212,1563.9423530988206,49642.659760628165,641161.7834663757,12.71421465069768
Japan,female,1947,"[65,66)",65,0.033887,0.033319266611161136,0.497176137378311,48864.7943861533,1628.1391120518165,48046.12718894596,591519.1237057475,12.105220765512213
Japan,female,1947,"[66,67)",66,0.037191,0.03650790921598279,0.4969008214441999,47236.65527410148,1724.5115224135734,46369.0549437652,543472.9965168015,11.505323426546086
Japan,female,1947,"[67,68)",67,0.039613,0.03883866337720587,0.49669900299721803,45512.14375168791,1767.6308307468062,44622.49339224018,497103.94157303637,10.92244619996834
Japan,female,1947,"[68,69)",68,0.04487,0.04387823041573302,0.49626095879611754,43744.5129209411,1919.4318173690626,42777.620177603385,452481.4481807962,10.343730401080476
Japan,female,1947,"[69,70)",69,0.048484,0.047327418054795456,0.49595982495123536,41825.08110357204,1979.4730985644783,40827.34713646728,409703.8280031928,9.795649337502477
Japan,female,1947,"[70,71)",70,0.055487,0.05397567809331927,0.49537632058506986,39845.60800500756,2150.693711110878,38760.31703121224,368876.4808667255,9.257644677435145
Japan,female,1947,"[71,72)",71,0.060744,0.05893587864308081,0.49493831127161414,37694.91429389668,2221.5828942864246,36572.87788565829,330116.1638355133,8.757578310476848
Japan,female,1947,"[72,73)",72,0.063556,0.061578433778516906,0.4947040231961175,35473.33139961026,2184.392188494283,34369.56681500227,293543.285949855,8.2750414006247
Japan,female,1947,"[73,74)",73,0.072398,0.06983938179519567,0.4939673603119754,33288.939211115976,2324.8789351221894,32112.47458662101,259173.71913485273,7.7855805945389935
Japan,female,1947,"[74,75)",74,0.077333,0.07441841638495339,0.4935562255776169,30964.060275993786,2304.296330587702,29797.0637449433,227061.2445482317,7.333057826536743
Japan,female,1947,"[75,76)",75,0.085983,0.08239016954532519,0.4928356327319534,28659.763945406085,2361.282810591001,27462.205442831786,197264.18080328841,6.882965999966241
Japan,female,1947,"[76,77)",76,0.092825,0.0886470268878432,0.49226569397328035,26298.481134815083,2331.2821642673916,25114.809202988312,169801.97536045662,6.456721758568229
Japan,female,1947,"[77,78)",77,0.105464,0.10009313108906848,0.49121296212382504,23967.19897054769,2398.951988396817,22746.643294364116,144687.1661574683,6.0368825883770745
Japan,female,1947,"[78,79)",78,0.119182,0.1123537655548078,0.4900705171255595,21568.246982150875,2423.2737648607726,20332.54824437222,121940.5228631042,5.653705790925795
Japan,female,1947,"[79,80)",79,0.133852,0.12528048648812173,0.48884899599694176,19144.973217290102,2398.491558464164,17918.981849088286,101607.97461873198,5.3072925966262705
Japan,female,1947,"[80,81)",80,0.143587,0.13375456644387562,0.48803852626841504,16746.48165882594,2239.9183937365797,15599.729736930074,83688.9927696437,4.9974074838303055
Japan,female,1947,"[81,82)",81,0.15459,0.14323362030208397,0.48712262819649954,14506.563265089359,2077.827574599967,13440.892519567686,68089.26303271361,4.693686698114999
Japan,female,1947,"[82,83)",82,0.171082,0.1572475350639161,0.48575011655654876,12428.735690489391,1954.388051290376,11423.691862910042,54648.370513145936,4.396937216628034
Japan,female,1947,"[83,84)",83,0.199846,0.1811431526770365,0.48335724160005267,10474.347639199015,1897.3563535997837,9494.092219007558,43224.678650235895,4.126717972246082
Japan,female,1947,"[84,85)",84,0.192437,0.17505371181731266,0.4839734722905744,8576.991285599232,1501.4341607688903,7802.211429033346,33730.58643122834,3.932682838078895
Japan,female,1947,"[85,86)",85,0.214084,0.19271942939341513,0.4821732794365001,7075.557124830341,1363.5973317378166,6369.449990367409,25928.37500219499,3.6644994231202257
Japan,female,1947,"[86,87)",86,0.236076,0.21027934711758733,0.4803452493395124,5711.959793092525,1201.107176053405,5087.79874300397,19558.92501182758,3.4242056527569043
Japan,female,1947,"[87,88)",87,0.252448,0.22310338958729115,0.47898497796616013,4510.85261703912,1006.3865087901308,3986.5101279872706,14471.12626882361,3.208068961100821
Japan,female,1947,"[88,89)",88,0.275724,0.24097760796554246,0.4770520606875097,3504.466108248989,844.497859962155,3062.837692627972,10484.616140836339,2.991786998926062
Japan,female,1947,"[89,90)",89,0.310434,0.2668712906901364,0.47417195530457423,2659.968248286834,709.8691596150886,2286.699136096847,7421.778448208367,2.7901755793470095
Japan,female,1947,"[90,91)",90,0.340292,0.2884374838303978,0.47169691252956225,1950.0990886717452,562.48167435643,1652.938283463702,5135.07931211152,2.6332401988911927
Japan,female,1947,"[91,92)",91,0.345278,0.291976504425949,0.47128384233063336,1387.6174143153153,405.1516821123596,1173.4071736755877,3482.141028647818,2.509438835751418
Japan,female,1947,"[92,93)",92,0.385979,0.3202151989887492,0.467914666465683,982.4657322029557,314.6004599369967,815.0714415473293,2308.7338549722303,2.349938302474347
Japan,female,1947,"[93,94)",93,0.416107,0.34039031152834776,0.4654240710112245,667.865272265959,227.3348680855745,546.3375239675722,1493.6624134249012,2.236472647180989
Japan,female,1947,"[94,95)",94,0.411394,0.3372742337973613,0.46581348194395833,440.5304041803845,148.5795545343811,361.1612092893457,947.3248894573289,2.1504188597830054
Japan,female,1947,"[95,96)",95,0.463656,0.37102011366321663,0.46149973314236004,291.9508496460034,108.31963741973286,233.62069598955446,586.1636801679832,2.007747813985536
Japan,female,1947,"[96,97)",96,0.473657,0.3772791908218176,0.4606753901787606,183.63121222627055,69.28023515835682,146.26667643116605,352.5429841784287,1.9198423835705278
Japan,female,1947,"[97,98)",97,0.512099,0.4007635395007062,0.4575104479553169,114.35097706791373,45.82770231510119,89.4899273677574,206.27630774726268,1.8038875839666324
Japan,female,1947,"[98,99)",98,0.682498,0.49464695755064003,0.44356186771126094,68.52327475281254,33.89482937788531,49.662899199536554,116.78638037950527,1.7043315691025374
Japan,female,1947,"[99,100)",99,0.463789,0.3711037624253335,0.4614887679669417,34.62844537492723,12.850746365575635,27.70817411705675,67.12348117996872,1.9383914135680362
Japan,female,1947,"[100,101)",100,0.434688,0.3525333548388946,0.46388956681084403,21.777699009351597,7.677365292438388,17.66178337667106,39.41530706291197,1.8098930950412428
Japan,female,1947,"[101,102)",101,0.667259,0.48688690499024445,0.444803377884758,14.100333716913209,6.865267842757463,10.28876020069787,21.753523686240907,1.5427665843218854
Japan,female,1947,"[102,103)",102,0.461538,0.3696865224894347,0.461674360542462,7.235065874155746,2.6747063429986184,5.795202871699882,11.464763485543036,1.5846107948368682
Japan,female,1947,"[103,104)",103,0.585366,0.44309800162396484,0.4514958265635003,4.560359531157127,2.0206861949425243,3.4520047200256325,5.669560613843155,1.2432266743680587
Japan,female,1947,"[104,105)",104,1.090909,0.6640889882234743,0.4108444545771277,2.539673336214603,1.6865690962648912,1.5460218004113,2.2175558938175226,0.8731657974260587
Japan,female,1947,"[105,106)",105,1.384615,0.7495798069908803,0.3881416609599049,0.8531042399497119,0.6394697115246067,0.4618393643898172,0.6715340934062226,0.7871653450530356
Japan,female,1947,"[106,107)",106,0.857143,0.5756272149477379,0.4294310288098169,0.21363452842510514,0.12297384861401661,0.14346946613810835,0.20969472901640537,0.9815582273252194
Japan,female,1947,"[107,108)",107,1.384615,0.7495798069908803,0.3881416609599049,0.09066067981108852,0.06795741487445774,0.04908036882054416,0.06622526287829703,0.7304739277963934
Japan,female,1947,"[108,109)",108,1.384615,0.7495798069908803,0.3881416609599049,0.022703264936630784,0.017017908949262524,0.012290715432999446,0.017144894057752866,0.7551730601571003
Japan,female,1947,"[109,110)",109,0.857143,0.5756272149477379,0.4294310288098169,0.00568535598736826,0.003272645632995238,0.003818085935480121,0.004854178624753421,0.8538038137872894
Japan,female,1947,"[110,+)",110,0.8,1,0.4294310288098169,0.0024127103543730216,0.002412710353382863,0.0010360926892732996,0.0010360926892732996,0.4294310288098169
Japan,female,2017,"[0,1)",0,0.001781,0.0017794149606247256,0.49985158335437063,100000,177.94149606247083,99911.0028424888,8731622.124093587,87.31622124093586
Japan,female,2017,"[1,2)",1,3.07e-4,3.0695288032200896e-4,0.49997441636833173,99822.05850393753,30.64066837745486,99806.73738584922,8631711.121251099,86.4709789661432
Japan,female,2017,"[2,3)",2,1.6e-4,1.5998720068266525e-4,0.49998666767714894,99791.41783556007,15.965349591671838,99783.43494790905,8531904.383865248,85.4973761162952
Japan,female,2017,"[3,4)",3,1.14e-4,1.1399350224694516e-4,0.49999050216865726,99775.4524859684,11.373753267151187,99769.76550130884,8432120.94891734,84.5109767866316
Japan,female,2017,"[4,5)",4,1.07e-4,1.069942757041531e-4,0.4999910819988145,99764.07873270125,10.674185345284059,99758.74154483622,8332351.183416031,83.52055458499217
Japan,female,2017,"[5,6)",5,6.1e-5,6.099813953786004e-5,0.4999949248522171,99753.40454735597,6.084772089961916,99750.36213042987,8232592.441871195,82.52943826055514
Japan,female,2017,"[6,7)",6,7e-5,6.999755005721031e-5,0.4999941757796478,99747.319775266,6.982068009034265,99743.82870059638,8132842.079740765,81.5344422092175
Japan,female,2017,"[7,8)",7,6.5e-5,6.499788754577018e-5,0.49999458335696545,99740.33770725697,6.482911254090141,99737.09621651431,8033098.251040168,80.54011481911887
Japan,female,2017,"[8,9)",8,3.3e-5,3.29994555059443e-5,0.4999972085315676,99733.85479600288,3.291162903769873,99732.20920536382,7933361.154823654,79.54531759602263
Japan,female,2017,"[9,10)",9,5.2e-5,5.1998648023410254e-5,0.4999956577521516,99730.56363309911,5.185854475523229,99727.97068334308,7833628.94561829,78.54792613463606
Japan,female,2017,"[10,11)",10,5e-5,4.999875002087428e-5,0.4999958498192427,99725.37777862359,4.986144234309904,99722.88468581303,7733900.974934948,77.55198473254349
Japan,female,2017,"[11,12)",11,3.7e-5,3.699931550849023e-5,0.499996951832145,99720.39163438928,3.689586232692818,99718.54683002645,7634178.090249134,76.55583742830423
Japan,female,2017,"[12,13)",12,4.4e-5,4.399903201424138e-5,0.499996356167685,99716.70204815659,4.387438365782145,99714.50831298661,7534459.543419108,75.55865154646271
Japan,female,2017,"[13,14)",13,7.1e-5,7.099747955963132e-5,0.4999940794732538,99712.3146097908,7.079323018348077,99708.7749063683,7434745.035106122,74.56195419994894
Japan,female,2017,"[14,15)",14,1e-4,9.999500016666385e-5,0.49999166680208873,99705.23528677245,9.970025019123568,99700.2501911807,7335036.260199753,73.56721278579508
Japan,female,2017,"[15,16)",15,8.5e-5,8.499638760239847e-5,0.4999929230998532,99695.26526175333,8.473737408305169,99691.02833308138,7235336.010008573,72.57451987325527
Japan,female,2017,"[16,17)",16,1.23e-4,1.2299243581015418e-4,0.4999897512689131,99686.79152434503,12.260721307684435,99680.66103803435,7135644.981675491,71.58064646842263
Japan,female,2017,"[17,18)",17,1.01e-4,1.0099489967174691e-4,0.4999915867065283,99674.53080303734,10.06661923827778,99669.49740872478,7035964.320637456,70.58938992691051
Japan,female,2017,"[18,19)",18,1.42e-4,1.4198991847724773e-4,0.4999881691474002,99664.46418379906,14.151349144536653,99657.38834180427,6936294.823228732,69.5964693136459
Japan,female,2017,"[19,20)",19,1.57e-4,1.5698767614491516e-4,0.4999869149751248,99650.31283465453,15.643871039021178,99642.49069443457,6836637.434886928,68.60628171063212
Japan,female,2017,"[20,21)",20,1.91e-4,1.9098176066123518e-4,0.4999840827522348,99634.6689636155,19.028404501572368,99625.15445848489,6736994.944192492,67.61697523833497
Japan,female,2017,"[21,22)",21,1.83e-4,1.8298325652132963e-4,0.49998474886069744,99615.64055911393,18.22799430997111,99606.52628396127,6637369.789734008,66.62979580797112
Japan,female,2017,"[22,23)",22,2.19e-4,2.189760212504277e-4,0.4999817488951521,99597.41256480396,21.80944513027498,99586.50744419235,6537763.263450047,65.64189867077312
Japan,female,2017,"[23,24)",23,1.8e-4,1.799838009719501e-4,0.49998499981029454,99575.60311967369,17.921995533557492,99566.64185307358,6438176.756005854,64.65616631282879
Japan,female,2017,"[24,25)",24,1.91e-4,1.9098176066123518e-4,0.4999840827522348,99557.68112414013,19.01370122843946,99548.17397088012,6338610.114152781,63.66771546485763
Japan,female,2017,"[25,26)",25,2.4e-4,2.3997120230390134e-4,0.49998000068717374,99538.66742291169,23.886413697196986,99526.72373835123,6239061.940181901,62.679781653835974
Japan,female,2017,"[26,27)",26,2.36e-4,2.3597215419057793e-4,0.49998033329484315,99514.7810092145,23.482717248552945,99503.03918876254,6139535.21644355,61.69470659715429
Japan,female,2017,"[27,28)",27,2.39e-4,2.3897144177520424e-4,0.4999800836894792,99491.29829196594,23.775578996908735,99479.41002894567,6040032.177254787,60.70915025683736
Japan,female,2017,"[28,29)",28,2.46e-4,2.459697444809894e-4,0.4999794997679601,99467.52271296903,24.46600114586181,99455.2892108374,5940552.767225841,59.72354196824975
Japan,female,2017,"[29,30)",29,2.72e-4,2.7196301135368195e-4,0.4999773329100208,99443.05671182317,27.044833161577117,99429.53368221472,5841097.478015004,58.738112756750496
Japan,female,2017,"[30,31)",30,2.81e-4,2.8096052319770415e-4,0.4999765827897136,99416.0118786616,27.93197471165331,99402.04523721684,5741667.944332789,57.75395568412623
Japan,female,2017,"[31,32)",31,3.07e-4,3.0695288032200896e-4,0.49997441636833173,99388.07990394994,30.507457396190148,99372.8253947603,5642265.8990955725,56.77004631288117
Japan,female,2017,"[32,33)",32,3.16e-4,3.159500772587087e-4,0.4999736670824859,99357.57244655375,31.39203269072459,99341.87560356458,5542893.073700812,55.78732387692377
Japan,female,2017,"[33,34)",33,3.13e-4,3.129510206103525e-4,0.4999739170361863,99326.18041386303,31.084229533851612,99310.63748832727,5443551.198097248,54.8047974402677
Japan,female,2017,"[34,35)",34,3.95e-4,3.949219977705809e-4,0.49996708300795945,99295.09618432917,39.21381775394548,99275.48798465128,5344240.56060892,53.821797510402654
Japan,female,2017,"[35,36)",35,4.06e-4,4.0591759315278253e-4,0.4999661667388864,99255.88236657523,40.289708876487566,99235.73614900475,5244965.072624269,52.84286379373853
Japan,female,2017,"[36,37)",36,4.06e-4,4.0591759315278253e-4,0.4999661667388864,99215.59265769874,40.27335457483423,99195.45461783241,5145729.336475264,51.86411932475591
Japan,female,2017,"[37,38)",37,4.27e-4,4.2690884847440547e-4,0.49996441690427673,99175.3193031239,42.338821360783186,99154.14838589718,5046533.8818574315,50.884977404841806
Japan,female,2017,"[38,39)",38,4.62e-4,4.6189329443324656e-4,0.499961499796882,99132.98048176312,45.78885894171253,99110.0842894119,4947379.733471534,49.90649639936603
Japan,female,2017,"[39,40)",39,4.93e-4,4.928784954680854e-4,0.49995891675075654,99087.19162282141,48.83794592721097,99062.7706434363,4848269.649182122,48.929327492065944
Japan,female,2017,"[40,41)",40,6.28e-4,6.278028492723298e-4,0.49994766654276646,99038.3536768942,62.17656062559399,99007.26214266702,4749206.878538686,47.953209057095656
Japan,female,2017,"[41,42)",41,6.15e-4,6.148109262621437e-4,0.4999487501090698,98976.1771162686,60.851635130733484,98945.74818006357,4650199.616396019,46.98301906461157
Japan,female,2017,"[42,43)",42,6.98e-4,6.977564546681858e-4,0.4999418333529775,98915.32548113787,69.0188068200805,98880.81206313525,4551253.868215956,46.011614945186956
Japan,female,2017,"[43,44)",43,7.82e-4,7.816943176863766e-4,0.4999348333251419,98846.30667431779,77.2675962515932,98807.66784091968,4452373.056152821,45.04339318233358
Japan,female,2017,"[44,45)",44,8.64e-4,8.636268594721663e-4,0.49992799994356574,98769.0390780662,85.29959503207647,98726.3831389745,4353565.388311901,44.078239790010315
Japan,female,2017,"[45,46)",45,9.09e-4,9.085869846531258e-4,0.4999242499970933,98683.73948303412,89.66276129118341,98638.9013104341,4254839.005172926,43.115907721600124
Japan,female,2017,"[46,47)",46,0.001014,0.0010134860757210484,0.4999154999674147,98594.07672174294,99.92372390606033,98544.10641623198,4156200.1038624924,42.15466326230048
Japan,female,2017,"[47,48)",47,0.001081,0.001080415929978873,0.49990991668369134,98494.15299783688,106.41465190863528,98440.93608569782,4057655.99744626,41.196922598393975
Japan,female,2017,"[48,49)",48,0.001235,0.001234237701345231,0.4998970833299836,98387.73834592824,121.43385601663613,98327.00892035183,3959215.061360562,40.240939856144315
Japan,female,2017,"[49,50)",49,0.001374,0.0013730564941751844,0.4998855000262665,98266.3044899116,134.9251875384798,98198.82644721193,3860888.0524402107,39.29005036346497
Japan,female,2017,"[50,51)",50,0.001402,0.001401017657135184,0.4998831666641763,98131.37930237313,137.48379512164684,98062.6213421219,3762689.2259929986,38.343384682273644
Japan,female,2017,"[51,52)",51,0.001516,0.0015148514524726542,0.49987366666596245,97993.89550725148,148.44619494260405,97919.65365607744,3664626.6046508765,37.39647848145496
Japan,female,2017,"[52,53)",52,0.001782,0.0017804131807106494,0.49985150001941747,97845.44931230888,174.20532762819494,97758.32077900702,3566706.9509947994,36.452456154709594
Japan,female,2017,"[53,54)",53,0.001859,0.0018572731297497036,0.4998450833476227,97671.24398468068,181.40217700197536,97580.5147939617,3468948.6302157925,35.51658081430684
Japan,female,2017,"[54,55)",54,0.001944,0.0019421116558452356,0.4998380000150746,97489.8418076787,189.33615810119954,97395.14305617334,3371368.1154218307,34.581737470378044
Japan,female,2017,"[55,56)",55,0.002017,0.0020149672224337722,0.49983191666962057,97300.5056495775,196.05732961013564,97202.44403080353,3273972.9723656573,33.64805712476658
Japan,female,2017,"[56,57)",56,0.00229,0.0022873799503528858,0.4998091666933533,97104.44831996737,222.11476817716903,96993.34854898312,3176770.5283348537,32.714984568648454
