Country,sex,year,e_dagger
United Kingdom,female,1983,10.801314508464838
United Kingdom,female,1984,10.831747043367951
United Kingdom,female,1985,10.694403897893583
United Kingdom,female,1986,10.683151318641592
United Kingdom,female,1987,10.796112196612958
United Kingdom,female,1988,10.712009359304384
United Kingdom,female,1989,10.585813629749122
United Kingdom,female,1990,10.621717569809215
United Kingdom,female,1991,10.496698298410035
United Kingdom,female,1992,10.479635995795533
United Kingdom,female,1993,10.311362156130873
United Kingdom,female,1994,10.375362037295295
United Kingdom,female,1995,10.268656661827132
United Kingdom,female,1996,10.257534801656284
United Kingdom,female,1997,10.201182788331932
United Kingdom,female,1998,10.141277320369058
United Kingdom,female,1999,10.057627053689536
United Kingdom,female,2000,10.095880036977004
United Kingdom,female,2001,10.03555738385417
United Kingdom,female,2002,9.925841310235105
United Kingdom,female,2003,9.877142172845087
United Kingdom,female,2004,9.891053225163505
United Kingdom,female,2005,9.824182992828725
United Kingdom,female,2006,9.893870428584426
United Kingdom,female,2007,9.803843106731291
United Kingdom,female,2008,9.745558535993801
United Kingdom,female,2009,9.788006798468643
United Kingdom,female,2010,9.72134477153405
United Kingdom,female,2011,9.684684056423746
United Kingdom,female,2012,9.517922736512526
United Kingdom,female,2013,9.484842903156014
United Kingdom,female,2014,9.578207393937147
United Kingdom,female,2015,9.416545899623376
United Kingdom,female,2016,9.585475119056474
USA,female,1975,12.340180095735475
USA,female,1976,12.173522739608554
USA,female,1977,12.194362825249007
USA,female,1978,12.111534461609072
USA,female,1979,12.06372451192435
USA,female,1980,11.946052002030484
USA,female,1981,11.917424729486882
USA,female,1982,11.878559612467843
USA,female,1983,11.756272306265025
USA,female,1984,11.74539199677526
USA,female,1985,11.664669512264053
USA,female,1986,11.675316403999656
USA,female,1987,11.64550080318473
USA,female,1988,11.60516675742141
USA,female,1989,11.6441529959657
USA,female,1990,11.601820323606486
USA,female,1991,11.575587790902512
USA,female,1992,11.542878314682735
USA,female,1993,11.44766271941873
USA,female,1994,11.42855585247832
USA,female,1995,11.35912427990164
USA,female,1996,11.267369073727076
USA,female,1997,11.168448360530313
USA,female,1998,11.090341812899918
USA,female,1999,10.986939545176547
USA,female,2000,10.948872810931622
USA,female,2001,10.940700615564145
USA,female,2002,10.910050967917977
USA,female,2003,10.899701905112495
USA,female,2004,10.935176799436597
USA,female,2005,10.872056367603873
USA,female,2006,10.910934294712701
USA,female,2007,10.894682025139767
USA,female,2008,10.81207425795321
USA,female,2009,10.915686152183325
USA,female,2010,10.790123363152759
USA,female,2011,10.77927688974042
USA,female,2012,10.791143687399913
USA,female,2013,10.812050310504521
USA,female,2014,10.913161068102218
USA,female,2015,10.932073437909558
USA,female,2016,11.091806623256442
USA,female,2017,11.078257085848772
Canada,male,1975,13.23736838182577
Canada,male,1976,12.997028686674705
Canada,male,1977,13.101917060011946
Canada,male,1978,13.011800540100811
Canada,male,1979,12.958656255324621
Canada,male,1980,12.706592760285137
Canada,male,1981,12.595613418651297
Canada,male,1982,12.341192794189105
Canada,male,1983,12.242648145036007
Canada,male,1984,12.128885266888194
Canada,male,1985,11.988474175374522
Canada,male,1986,11.987856876001663
Canada,male,1987,11.958305958011051
Canada,male,1988,11.782701693858428
Canada,male,1989,11.795370009054254
Canada,male,1990,11.753100700322202
Canada,male,1991,11.614067129203363
Canada,male,1992,11.589207065924898
Canada,male,1993,11.535259781268353
Canada,male,1994,11.484589141921674
Canada,male,1995,11.419366311345868
Canada,male,1996,11.255356554063725
Canada,male,1997,11.107538103613848
Canada,male,1998,10.974383074799759
Canada,male,1999,10.93099957751655
Canada,male,2000,10.935030690066954
Canada,male,2001,10.926169584168369
Canada,male,2002,10.853753208565086
Canada,male,2003,10.882783112680231
Canada,male,2004,10.852227901434429
Canada,male,2005,10.882622680173615
Canada,male,2006,10.827492710680474
Canada,male,2007,10.834380956408046
Canada,male,2008,10.760252000325393
Canada,male,2009,10.73158413522878
Canada,male,2010,10.69673605216712
Canada,male,2011,10.67670037594695
Canada,male,2012,10.639688961448115
Canada,male,2013,10.654497133343433
Canada,male,2014,10.691152617274044
Canada,male,2015,10.705388185353558
Canada,male,2016,10.832980218435685
France,male,1975,12.88453701074617
France,male,1976,12.913275715682778
France,male,1977,12.94546449720824
France,male,1978,12.733686652673617
France,male,1979,12.80116963078027
France,male,1980,12.808625519975699
France,male,1981,12.636286372417208
France,male,1982,12.6949587821221
France,male,1983,12.550491220289947
France,male,1984,12.576029516140224
France,male,1985,12.432752323795441
France,male,1986,12.451723407442074
France,male,1987,12.454438599636404
France,male,1988,12.501002483441859
France,male,1989,12.507652986256144
France,male,1990,12.470074819065433
France,male,1991,12.554007456668288
France,male,1992,12.523915662335712
France,male,1993,12.428673064139929
France,male,1994,12.441446610981098
France,male,1995,12.235828008320434
France,male,1996,12.082791907127458
France,male,1997,11.949120494308623
France,male,1998,11.848012847667869
France,male,1999,11.770870727685896
France,male,2000,11.765129519070122
France,male,2001,11.784683289902457
France,male,2002,11.686182477182948
France,male,2003,11.538248262535191
France,male,2004,11.538711804874978
France,male,2005,11.43115771659263
France,male,2006,11.459539731806201
France,male,2007,11.375018106300065
France,male,2008,11.296975128969027
France,male,2009,11.324623175409485
France,male,2010,11.27796535188824
France,male,2011,11.24726668730683
France,male,2012,11.074665554396143
France,male,2013,11.065728956147238
France,male,2014,11.065907740896913
France,male,2015,11.0124607679008
France,male,2016,10.956791637598057
France,male,2017,10.91369092393999
Japan,male,1975,11.52750292504627
Japan,male,1976,11.380221798081667
Japan,male,1977,11.425058366365489
Japan,male,1978,11.34874872553526
Japan,male,1979,11.344484589673725
Japan,male,1980,11.149058856808272
Japan,male,1981,11.13407371500754
Japan,male,1982,11.20156264767843
Japan,male,1983,11.143371148630191
Japan,male,1984,11.128179818048368
Japan,male,1985,10.99844837454601
Japan,male,1986,11.014893671561007
Japan,male,1987,10.981814147239577
Japan,male,1988,10.820372815742568
Japan,male,1989,10.843382736735016
Japan,male,1990,10.783622018815214
Japan,male,1991,10.785467902038327
Japan,male,1992,10.831323483241803
Japan,male,1993,10.790046984986455
Japan,male,1994,10.823687819518
Japan,male,1995,10.755320050518195
Japan,male,1996,10.822301360284879
Japan,male,1997,10.746132400153506
Japan,male,1998,10.914793030289669
Japan,male,1999,10.78890535107983
Japan,male,2000,10.841156861427976
Japan,male,2001,10.816461434410792
Japan,male,2002,10.778204582594322
Japan,male,2003,10.761640915832622
Japan,male,2004,10.73035925718378
Japan,male,2005,10.617784978314354
Japan,male,2006,10.594596627208604
Japan,male,2007,10.540446620882623
Japan,male,2008,10.444376665167388
Japan,male,2009,10.464235918217735
Japan,male,2010,10.343539399337624
Japan,male,2011,10.398667444573466
Japan,male,2012,10.154243853284502
Japan,male,2013,10.140354979814191
Japan,male,2014,10.132460342694976
Japan,male,2015,10.047640810364896
Japan,male,2016,9.994719221655265
Japan,male,2017,9.927737083960427
United Kingdom,male,1975,11.882904092519663
United Kingdom,male,1976,11.719954247695782
United Kingdom,male,1977,11.79739047828015
United Kingdom,male,1978,11.769718369714349
United Kingdom,male,1979,11.669931364277488
United Kingdom,male,1980,11.60212622852183
United Kingdom,male,1981,11.501710719526663
United Kingdom,male,1982,11.406245892829485
United Kingdom,male,1983,11.339132688664368
United Kingdom,male,1984,11.355826618112197
United Kingdom,male,1985,11.169273761492661
United Kingdom,male,1986,11.245193115652667
United Kingdom,male,1987,11.324950519698522
United Kingdom,male,1988,11.315440727746356
United Kingdom,male,1989,11.13816751499541
United Kingdom,male,1990,11.241312646315256
United Kingdom,male,1991,11.129921170698953
United Kingdom,male,1992,11.055822850362174
United Kingdom,male,1993,10.897793890491862
United Kingdom,male,1994,10.995720096894352
United Kingdom,male,1995,10.917745856788933
United Kingdom,male,1996,10.943461605008382
United Kingdom,male,1997,10.901739819453955
United Kingdom,male,1998,10.903250897311924
United Kingdom,male,1999,10.848790584016667
United Kingdom,male,2000,10.853367808674042
United Kingdom,male,2001,10.836748550737735
United Kingdom,male,2002,10.810111856982793
United Kingdom,male,2003,10.70989474089811
United Kingdom,male,2004,10.730388353696503
United Kingdom,male,2005,10.678508531241338
United Kingdom,male,2006,10.817772067589832
United Kingdom,male,2007,10.766492815478482
United Kingdom,male,2008,10.725021730188717
United Kingdom,male,2009,10.713939560916796
United Kingdom,male,2010,10.624115204299711
United Kingdom,male,2011,10.59085259296884
United Kingdom,male,2012,10.400181452956245
United Kingdom,male,2013,10.414525064623401
United Kingdom,male,2014,10.466335519787568
United Kingdom,male,2015,10.398313222489962
United Kingdom,male,2016,10.516565599201499
USA,male,1975,13.783493758229332
USA,male,1976,13.596167991066057
USA,male,1977,13.612668524281858
USA,male,1978,13.529400130851032
USA,male,1979,13.546285121514593
USA,male,1980,13.390985394194628
USA,male,1981,13.29726768271011
USA,male,1982,13.172940283425543
USA,male,1983,12.97072502764028
USA,male,1984,12.957014829065443
USA,male,1985,12.941769792145484
USA,male,1986,13.03341972914056
USA,male,1987,13.011115761734699
USA,male,1988,12.996142331865741
USA,male,1989,13.08522969899604
USA,male,1990,13.075914434148675
USA,male,1991,13.049535868002186
USA,male,1992,12.986801359610768
USA,male,1993,12.942007349252236
USA,male,1994,12.943057460275666
USA,male,1995,12.845366013093368
USA,male,1996,12.59185104241132
USA,male,1997,12.353819078189268
USA,male,1998,12.250143354705877
USA,male,1999,12.152283452069192
USA,male,2000,12.152203231795786
USA,male,2001,12.202078391615466
USA,male,2002,12.196376256965442
USA,male,2003,12.240941666755832
USA,male,2004,12.251306520277835
USA,male,2005,12.278099783608633
USA,male,2006,12.340878285890367
USA,male,2007,12.330162586753607
USA,male,2008,12.247158684369731
USA,male,2009,12.262231107241764
USA,male,2010,12.149408508929426
USA,male,2011,12.170363896866856
USA,male,2012,12.189807230399419
USA,male,2013,12.214060618777175
USA,male,2014,12.304691682823593
USA,male,2015,12.412755777923048
USA,male,2016,12.664629103035544
USA,male,2017,12.701479289080488
Canada,total,1975,12.833877240185437
Canada,total,1976,12.593556162560118
Canada,total,1977,12.71405197980084
Canada,total,1978,12.636919083718183
Canada,total,1979,12.629872220348997
Canada,total,1980,12.399026030012894
Canada,total,1981,12.323512892652259
Canada,total,1982,12.092408629122186
Canada,total,1983,12.018332278252407
Canada,total,1984,11.918882679043778
Canada,total,1985,11.815197993163006
Canada,total,1986,11.76794826018172
Canada,total,1987,11.713652567815467
Canada,total,1988,11.594490370216073
Canada,total,1989,11.617594267625112
Canada,total,1990,11.53567823542789
Canada,total,1991,11.432891893499074
Canada,total,1992,11.412269958988595
Canada,total,1993,11.34469002910251
Canada,total,1994,11.28728816418848
Canada,total,1995,11.234753248938564
Canada,total,1996,11.090244376830745
Canada,total,1997,10.944459360199035
Canada,total,1998,10.84095388041155
Canada,total,1999,10.788850852169002
Canada,total,2000,10.77688474726031
Canada,total,2001,10.742945857553604
Canada,total,2002,10.701209992956308
Canada,total,2003,10.698483300345607
Canada,total,2004,10.64550278790614
Canada,total,2005,10.666328755698238
Canada,total,2006,10.629183601592429
Canada,total,2007,10.607177443329263
Canada,total,2008,10.575859648417799
Canada,total,2009,10.552295202979542
Canada,total,2010,10.473124528986599
Canada,total,2011,10.448955003901732
Canada,total,2012,10.45417214013027
Canada,total,2013,10.432437041548154
Canada,total,2014,10.438968144240238
Canada,total,2015,10.458341662236784
Canada,total,2016,10.583053193263606
France,total,1975,12.392825872675603
France,total,1976,12.37314077514462
France,total,1977,12.398697723259291
France,total,1978,12.226850774706286
France,total,1979,12.251709838879167
France,total,1980,12.21532250245574
France,total,1981,12.046782601864084
France,total,1982,12.10687983986663
France,total,1983,11.949925226169283
France,total,1984,11.982531131329159
France,total,1985,11.845585018317436
France,total,1986,11.84162238191468
France,total,1987,11.855518407516163
France,total,1988,11.872451734926548
France,total,1989,11.820027452001371
France,total,1990,11.75508311591202
France,total,1991,11.835722731522292
France,total,1992,11.807333195407917
France,total,1993,11.72686348548958
France,total,1994,11.750950963107718
France,total,1995,11.586866732797972
France,total,1996,11.460726535791515
France,total,1997,11.342592946761853
France,total,1998,11.261222425822872
France,total,1999,11.171638673491772
France,total,2000,11.156397902250166
France,total,2001,11.16559016863606
France,total,2002,11.058761670305808
France,total,2003,10.878839546891166
France,total,2004,10.980770544604173
France,total,2005,10.829911750810245
France,total,2006,10.882263610015737
France,total,2007,10.792034370988933
France,total,2008,10.731618261289933
France,total,2009,10.72864303693723
France,total,2010,10.676361910671414
France,total,2011,10.642531559080913
France,total,2012,10.45945826556664
France,total,2013,10.467295797486534
France,total,2014,10.47396147145312
France,total,2015,10.380054958471634
France,total,2016,10.35821580173051
France,total,2017,10.30047518682953
Japan,total,1975,11.05105629083581
Japan,total,1976,10.895400096760369
Japan,total,1977,10.922501187396726
Japan,total,1978,10.845496161015232
Japan,total,1979,10.833430526285412
Japan,total,1980,10.638236179768555
Japan,total,1981,10.619407540472576
Japan,total,1982,10.682807339763857
Japan,total,1983,10.597645391876062
Japan,total,1984,10.59654310057973
Japan,total,1985,10.498357472814195
Japan,total,1986,10.496760183179939
Japan,total,1987,10.479629383303758
Japan,total,1988,10.339028802232274
Japan,total,1989,10.384969973395844
Japan,total,1990,10.314439364825407
Japan,total,1991,10.359093609688848
Japan,total,1992,10.416480380341316
Japan,total,1993,10.396305679023282
Japan,total,1994,10.410648379815177
Japan,total,1995,10.440420439774874
Japan,total,1996,10.493281036276837
Japan,total,1997,10.456546245377263
Japan,total,1998,10.600856987352868
Japan,total,1999,10.491343804308041
Japan,total,2000,10.559690651140645
Japan,total,2001,10.527457336220534
Japan,total,2002,10.522930708552325
Japan,total,2003,10.5062414548399
Japan,total,2004,10.479719474882804
Japan,total,2005,10.40060070714081
Japan,total,2006,10.366343606471526
Japan,total,2007,10.315002978924104
Japan,total,2008,10.24147114345441
Japan,total,2009,10.22990352866848
Japan,total,2010,10.123876854471497
Japan,total,2011,10.239141674605447
Japan,total,2012,9.9378451089323665
Japan,total,2013,9.894079131532381
Japan,total,2014,9.896127375015558
Japan,total,2015,9.797342128016764
Japan,total,2016,9.762436940264513
Japan,total,2017,9.6800983609076
United Kingdom,total,1975,11.952837975726643
United Kingdom,total,1976,11.759731713608561
United Kingdom,total,1977,11.858775234443495
United Kingdom,total,1978,11.879652323515465
United Kingdom,total,1979,11.76173567417104
United Kingdom,total,1980,11.720908724402896
United Kingdom,total,1981,11.58737328349202
United Kingdom,total,1982,11.511938653457458
United Kingdom,total,1983,11.459206791103565
United Kingdom,total,1984,11.480508678769665
United Kingdom,total,1985,11.305874357110689
United Kingdom,total,1986,11.344189089729948
United Kingdom,total,1987,11.434691810332284
United Kingdom,total,1988,11.37883563064969
United Kingdom,total,1989,11.20979584443419
United Kingdom,total,1990,11.290563962435918
United Kingdom,total,1991,11.158972176479345
United Kingdom,total,1992,11.111120360017361
United Kingdom,total,1993,10.931304734275924
United Kingdom,total,1994,11.012761952538568
United Kingdom,total,1995,10.909364901831195
United Kingdom,total,1996,10.908886264667554
United Kingdom,total,1997,10.843096058824328
United Kingdom,total,1998,10.805676159985255
United Kingdom,total,1999,10.72322228867198
United Kingdom,total,2000,10.743298309931868
United Kingdom,total,2001,10.692951826902966
United Kingdom,total,2002,10.61346369875787
United Kingdom,total,2003,10.518921217130368
United Kingdom,total,2004,10.538142473569625
United Kingdom,total,2005,10.464832519021046
United Kingdom,total,2006,10.569802852597284
United Kingdom,total,2007,10.48773984686356
United Kingdom,total,2008,10.423182775378743
United Kingdom,total,2009,10.44668417547456
United Kingdom,total,2010,10.352755910041198
United Kingdom,total,2011,10.314670114097853
United Kingdom,total,2012,10.116363940931187
United Kingdom,total,2013,10.10411614821951
United Kingdom,total,2014,10.1749440573506
United Kingdom,total,2015,10.044922517468272
United Kingdom,total,2016,10.188662213694542
USA,total,1975,13.453184316020252
USA,total,1976,13.273227671501367
USA,total,1977,13.303075368878943
USA,total,1978,13.218992685118199
USA,total,1979,13.208859766118623
USA,total,1980,13.061317740247711
USA,total,1981,13.001769574153608
USA,total,1982,12.918864819352835
USA,total,1983,12.751614286940292
USA,total,1984,12.736097307533287
USA,total,1985,12.691710682660016
USA,total,1986,12.743603135195064
USA,total,1987,12.7131787561878
USA,total,1988,12.680583139957019
USA,total,1989,12.742863082873065
USA,total,1990,12.720793824465838
USA,total,1991,12.692068199513667
USA,total,1992,12.641953698139204
USA,total,1993,12.558860971301376
USA,total,1994,12.541688883845602
USA,total,1995,12.444608020440967
USA,total,1996,12.252646119252134
USA,total,1997,12.066905735641743
USA,total,1998,11.9588365596219
USA,total,1999,11.840346374306
USA,total,2000,11.809683103253045
USA,total,2001,11.821185855270825
USA,total,2002,11.799923291088774
USA,total,2003,11.807473300208038
USA,total,2004,11.82795404479357
USA,total,2005,11.803730834321705
USA,total,2006,11.851469614412887
USA,total,2007,11.833497612923367
USA,total,2008,11.738586610077084
USA,total,2009,11.801088269239914
USA,total,2010,11.673849187278378
USA,total,2011,11.668670121942732
USA,total,2012,11.682811704383427
USA,total,2013,11.703163461578601
USA,total,2014,11.799754011655878
USA,total,2015,11.858325246729871
USA,total,2016,12.067693160301417
USA,total,2017,12.076424615136759
